wavelength_nm,R_0deg,T_0deg,R_30deg,T_30deg,R_45deg,T_45deg,R_60deg,T_60deg
980.0,0.639697,0.272437,0.648660,0.265142,0.660588,0.256226,0.684683,0.238674
982.0,0.641315,0.270914,0.650195,0.263691,0.661971,0.254905,0.685741,0.237634
984.0,0.642921,0.269403,0.651719,0.262251,0.663345,0.253594,0.686791,0.236601
986.0,0.644516,0.267903,0.653233,0.260822,0.664709,0.252293,0.687834,0.235575
988.0,0.646100,0.266414,0.654735,0.259403,0.666063,0.251001,0.688870,0.234556
990.0,0.647672,0.264937,0.656227,0.257995,0.667408,0.249718,0.689899,0.233543
992.0,0.649234,0.263470,0.657708,0.256597,0.668743,0.248444,0.690920,0.232538
994.0,0.650784,0.262014,0.659179,0.255210,0.670069,0.247180,0.691935,0.231539
996.0,0.652324,0.260569,0.660640,0.253833,0.671385,0.245924,0.692942,0.230546
998.0,0.653852,0.259135,0.662090,0.252466,0.672693,0.244678,0.693943,0.229560
